"Review","Tokens"
"가입시켜놓고 개인정보만 캐 가는 건 뭐죠? 왜 신용카드등록이 안 되고 계속 오류메세지만 뜨고 다른카드 롯데 신한 국민 현대 입력해도 안 되고. 참내 대단한 넷플이네요. 애매하게 만들고 가입해지도 못하고. 욕 나온다. 혹시 내 카드정보 누출되는 건 아니지요?","가입/NNG|시키/XSV|어/ECS|놓/VXV|고/ECE|개인/NNG|정보/NNG|만/JX|캐/VV|가는/UN|걸/VV|ㄴ/ETD|무엇/NNG|이/VCP|지요/ECD|?/SF|왜/MAG|신용/NNG|카드/NNG|등록/NNG|이/JKS|안/MAG|되/VV|고/ECE|계속/MAG|오류/NNG|메세지/NNG|만/JX|뜨/VV|고/ECE|다른/MDT|카드/NNG|롯데/NNP|신한/NNP|국민/NNG|현대/NNG|입력/NNG|하/XSV|어도/ECD|안/MAG|되/VV|고/ECE|./SF|참/MAG|내/NP|대단/XR|하/XSA|ㄴ/ETD|넷플릭스/NNG|이/VCP|네요/EFN|./SF|애매/XR|하/XSA|게/ECD|만들/VV|고/ECE|가입/NNG|해지/NNG|도/JX|못하/VX|고/ECE|./SF|욕/NNG|나오/VV|ㄴ다/EFN|./SF|혹시/MAG|내/NP|카드/NNG|정보/NNG|누출/NNG|되/XSV|는/ETD|건/NNM|아니/VCN|지요/EFN|?/SF"

"너무 비싸서 볼 수 없어요.","너무/MAG|비싸/VA|서/ECD|보/VV|ㄹ/ETD|수/NNB|없/VA|어요/EFN|./SF"

"너무어렵다 왕짜증.","너무/MAG|어렵/VA|다/ECS|왕/NNG|짜증/NNG|./SF"

"영화는 전부 옛날꺼만 있어 그게 좀 아쉽지만 반대로 시리즈물이 있어 그나마 다행이네요 허나 시리즈 물도 가령 바이킹스 시리즈물은 화질이 풀HD라고는 하나 실제 HD급도 안되는 저화질입니다.","영화/NNG|는/JX|전부/MAG|옛날/NNG|꺼/NNG|만/JX|있/VV|어/ECD|그/VV|게/ECD|좀/MAG|아쉽/VA|지만/ECE|반대/NNG|로/JKM|시리즈/NNG|물/XSN|이/JKS|있/VV|어/ECD|그나마/MAG|다행/NNG|이/VCP|네요/EFN|헐/VV|나/ECE|시리즈/NNG|물/NNG|도/JX|가령/MAG|바이/MAG|킹스/UN|시리즈/NNG|물/XSN|은/JX|화질/NNG|이/JKS|풀/NNG|화질/NNG|라/NNG|이/VCP|고/ECE|는/JX|하나/NR|실제/NNG|화질/NNG|급/NNG|도/JX|안/MAG|되/VV|는/ETD|저/XPN|화질/NNG|이/VCP|ㅂ니다/EFN|./SF"

"다 좋은데 타이타닉 다시 넣어 주세요. ","다/MAG|좋/VA|은데/ECD|타이/NNG|타/NNM|닉네임/NNG|다시/MAG|넣/VV|어/ECD|주/VXV|세요/EFN|./SF"

"탭에서 안열여요.","탭/NNG|에서/JKM|안/MAG|열/VV|ㄹ/ETD|여/NNG|이/VCP|요/EFN|./SF"

"잘보겠습니다 내 성격에 맞게.","잘/MAG|보/VV|겠/EPT|습니다/EFN|내/NP|성격/NNG|에/JKM|맞/VV|게/ECD|./SF"

"아직잘 모름.","아직/MAG|잘/MAG|모름/NNP|./SF"

"넷플릭스화면재생되는데 요 화면 검은색으로나오네요계속요 .","넷플릭스/NNG|화면/NNG|재생/NNG|되/XSV|는데/ECD|요/NNG|화면/NNG|검정색/NNG|으로/JKM|나오/VV|네요/EFN|계속/MAG|요/JX|./SF"

"모두다 좋은데 오류가 있어서 불편해요.","모두/MAG|다/MAG|좋/VA|은데/ECD|오류/NNG|가/JKS|있/VV|어서/ECD|불편/NNG|하/XSV|어요/EFN|./SF"

"다 재밌구 좋은데. 시리즈물은 제발 모든 편을 올려주시길 바랄게요 항상 마지막편이나 엔딩을 못봐요 없어서.","다/MAG|재미/NNG|있/VV|구/ECE|좋/VA|은데/ECD|./SF|시리즈/NNG|물/XSN|은/JX|제발/MAG|모든/MDT|편/NNG|을/JKO|오르/VV|어/ECS|주/VXV|시/EPH|기/ETN|를/JKO|바라/VV|ㄹ게요/EFN|항상/MAG|마지막/NNG|편/NNG|이나/JC|엔딩/NNG|을/JKO|못/MAG|보/VV|아요/EFN|없/VA|어서/ECD|./SF"

"다좋은데 나루토 나 원피스가 없어서 4점이요.","다/MAG|좋/VA|은데/ECD|나루토/NNG|나/NNG|원피스/NNG|가/JKS|없/VA|어서/ECD|4/NR|점/NNM|이요/NNG|./SF"

"안드에서 빨리 고쳐주세요.  영상 재생 화면에서 터치 후 속도나 일시정지 화면이 나오고 또 다시터치하면 없어져야하는데 안없어져요 고쳐주세요. ","안드로이드/NNG|에서/JKM|빨리/MAG|고치/VV|어/ECS|주/VXV|세요/EFN|./SF|영상/NNG|재생/NNG|화면/NNG|에서/JKM|터치/NNG|후/NNG|속/NNG|도/JX|나/VV|아/ECS|일시/NNG|정지/NNG|화면/NNG|이/JKS|나오/VV|고/ECE|또/MAG|다시/MAG|터치/NNG|하/XSV|면/ECE|없/VA|어/ECD|지/VXV|어야/ECD|하/VV|는데/ECD|안/MAG|없/VA|어/ECD|지/VXV|어요/EFN|이/VCP|고/ECE|쳐주/VV|세요/EFA|./SF"

"아니 무슨 12세이상 이라며 가입은19세 이상 인데.","아니/IC|무슨/MDT|12/NR|세/NNM|이상/NNG|이/VCP|라며/ECE|가입/NNG|은/JX|19/NR|세/NNM|이상/NNG|이/VCP|ㄴ데/ECE|./SF"

"참 좋아요.","참/MAG|좋/VA|아요/EFN|./SF"

"잘보고 있는데 꺼지네?","잘/MAG|보/VV|고/ECE|있/VXV|는데/ECD|꺼지/VV|네/EFN|?/SF"

"태블릿으로 볼땐 만족하는데 모바일로 로그인도 되어있지 않은데 들어가지지가 않네요.","태블릿/NNG|으로/JKM|보/VV|ㄹ/ETD|때/NNB|에는/JKM|만족/NNG|하/XSV|는데/ECD|스마트폰/NNG|로/JKM|로그인/NNG|도/JX|되/VV|어/ECD|있/VXV|지/ECD|않/VXA|은데/ECD|들어가/VV|지/ECD|지가/NNG|안/MAG|네요/EFN|./SF"

"잘 보다말고 성인인증하라고 하고 영상 보는 도중 잠그면 잠금해제가 되질 않아요.","잘/MAG|보/VV|다/ECS|말/VXV|고/ECE|성인/NNG|인증/NNG|하/XSV|라/ECD|고/NNG|하/VV|고/ECE|영상/NNG|보/VV|는/ETD|도중/NNG|잠그/VV|면/ECE|잠금/NNG|해제/NNG|가/JKS|되질/NNG|안/MAG|아요/EFN|./SF"

"아니 결제 됐는데 다시 결제하라는 무슨말인가요? 고객센터 전화번호 좀 알려주세요. ","아니/IC|결제/NNG|되/VV|었/EPT|는데/ECD|다시/MAG|결제/NNG|하/XSV|라는/ETD|무슨/MDT|말/NNG|이/VCP|ㄴ가요/EFQ|?/SF|고객센터/NNG|전화번호/NNG|좀/MAG|알리/VV|어/ECS|주/VXV|세요/EFN|./SF"

"잘 시청합니다.","잘/MAG|시청/NNG|하/XSV|ㅂ니다/EFN|./SF"

"못 보고.보고 싶었던걸 다시 보니 좋았지만 예능.인사이드 아웃.주토피아 이런 영화가 있었으면 좋겠다.","못/MAG|보/VV|고/ECE|./SF|보/VV|고/ECE|싶/VXA|었/EPT|더/EPT|ㄴ/ETD|것/NNB|을/JKO|다시/MAG|보/VV|니/ECD|좋/VA|았/EPT|지만/ECE|예능/NNG|./SF|인사이드/NNG|아웃/NNG|./SF|주토/NNG|피아/NNG|이런/MDT|영화/NNG|가/JKS|있/VV|었/EPT|으면/ECD|좋/VA|겠/EPT|다/EFN|./SF"

"일단 좋아하는 애니를 볼 수 있어서 좋구요 광고도 없는데 랙이 많이 걸려서 조금 그렇네요 그래도 다른 건 다 좋습니다.","일단/MAG|좋/VV|는/ETD|애니메이션/NNG|를/JKO|보/VV|ㄹ/ETD|수/NNB|있/VV|어서/ECD|좋/VA|구요/EFN|광고/NNG|도/JX|없/VA|는데/ECD|랙/NNG|이/JKS|많이/MAG|걸리/VV|어서/ECD|조금/MAG|그렇/VA|네요/EFN|그리하/VV|여도/ECD|다른/MDT|건/NNM|다/MAG|좋/VA|습니다/EFN|./SF"

"돈많이 벌면서 업데이트 너무늦어 답답해요.","돈/NNG|많이/MAG|벌/VV|면서/ECE|업데이트/NNG|너무/MAG|늦/VV|어/ECD|답답/XR|하/XSA|어요/EFN|./SF"

"외국지역에 있다고 앱 깔릴때 언어변경 못하게 하지말고 자유롭게좀 만들어요. 태국에 태국 사람만 사나요? 미국에 미국사람만 사나요? 나 태국사는 한국사람인데 가입하려고 해도 전부 태국어라 못하고 언어변경도 안돼더만요.기능이 없지 아예 넷플이 한두푼짜리 회사도 아니고 촌스럽게 이게 뭔지. 지금보다 더 오래전에도 앱깔릴때 본인편한 언어 선택할수있었는데 21년 10월 지금은 없네요?","외국/NNG|지역/NNG|에/JKM|있/VV|다고/EFN|앱/NNG|깔/VV|ㄹ/ETD|때/NNG|언어/NNG|변경/NNG|못하/VA|게/ECD|하/VV|지/ECD|말/VXV|고/ECE|자유/NNG|롭/XSA|게/ECD|좀/MAG|만들/VV|어요/EFN|./SF|태국/NNG|에/JKM|태국/NNG|사람/NNG|만/JX|살/VV|나요/EFQ|?/SF|미국/NNG|에/JKM|미국/NNG|사람/NNG|만/JX|살/VV|나요/EFQ|?/SF|나/NP|태국/NNG|사/VV|는/ETD|한국/NNG|사람/NNG|이/VCP|ㄴ데/ECE|가입/NNG|하/XSV|려고/ECD|하/VV|어도/ECD|전부/NNG|태국/NNG|어/VV|라/ECD|못하/VX|고/ECE|언어/NNG|변경/NNG|도/JX|안/MAG|되/VV|어/ECS|더/MAG|만/JX|요/JX|./SF|기능/NNG|이/JKS|없/VA|지/ECD|아예/MAG|넷플릭스/NNG|이/JKS|한두/MDN|푼/NNM|짜/VV|리/EFQ|회사/NNG|도/JX|아니/VV|고/ECE|촌스럽/VA|게/ECD|이것/NP|이/JKS|무엇/NNG|이/VCP|ㄴ지/ECD|./SF|지금/NNG|보다/JKM|더/MAG|오래전/NNG|에/JKM|도/JX|앱/NNG|깔/VV|ㄹ/ETD|때/NNG|본인/NNG|편/NNG|하/XSV|ㄴ/ETD|언어/NNG|선택/NNG|하/XSV|ㄹ/ETD|수/NNB|있/VV|었/EPT|는데/ECD|21/NR|년/NNM|10/NR|월/NNM|지금/NNG|은/JX|없/VA|네요/EFN|?/SF"

"로고화면에서 안넘어 갑니다.","로고/NNG|화면/NNG|에서/JKM|안/MAG|넘/VV|어/ECD|갈/VV|ㅂ니다/EFN|./SF"

"다운로드가 잘 안되네요.","다운로드/NNG|가/JKS|잘/MAG|안/MAG|되/VV|네요/EFN|./SF"

"다운이 안되는디.","다운/NNG|이/JKS|안/MAG|되/VV|는/ETD|디/NNG|./SF"

"심야괴담회좀 올려줬으면 좋겠어요.","심야/NNG|괴담/NNG|회/XSN|좀/MAG|오르/VV|어/ECS|주/VXV|었/EPT|으면/ECD|좋/VA|겠/EPT|어요/EFN|./SF"

"유용하게 잘보고 있습니다.","유용/NNG|하/XSV|게/ECD|잘/MAG|보/VV|고/ECE|있/VXV|습니다/EFN|./SF"

"다 좋은데 홍천기는 안나오나요?","다/MAG|좋/VA|은데/ECD|홍/NNG|천기/NNG|는/JX|안/MAG|나오/VV|나요/EFQ|?/SF"

"화질이 조금 구려졌다가 좋아지는데 화질 조정 같은건 없나요?","화질/NNG|이/JKS|조금/MAG|구리/VA|어/ECS|지/VXV|었/EPT|다가/ECD|좋아지/VV|는데/ECD|화질/NNG|조정/NNG|같/VA|은/ETD|건/NNM|없/VA|나요/EFQ|?/SF"

"넷플릭스 자체에서 자막이 조금 아쉽고 가끔 저장했던 목록이 사라졌었음.","넷플릭스/NNG|자체/NNG|에서/JKM|자막/NNG|이/JKS|조금/MAG|아쉽/VA|고/ECE|가끔/MAG|저장/NNG|하/XSV|었/EPT|더/EPT|ㄴ/ETD|목록/NNG|이/JKS|사라지/VV|었/EPT|었/EPT|음/ETN|./SF"

"다 좋은데 영화같은 경우 최신영화를 보기 힘드며 시리즈물 영화 같은경우도 일부만 있어서 많이 추가되었음 좋겠어요. 예시로 마블 같은경우도 시리즈별로 쭉 있으면 좋은데 일부 시리즈가 빠져있는 것 처럼요.","다/MAG|좋/VA|은데/ECD|영화/NNG|같/VA|은/ETD|경우/NNG|최신/NNG|영화/NNG|를/JKO|보/VV|기/ETN|힘/NNM|드/VV|며/ECE|시리즈/NNG|물/NNG|영화/NNG|같/VA|은/ETD|경우/NNG|도/JX|일부/NNG|만/JX|있/VV|어서/ECD|많이/MAG|추가/NNG|되/VV|었/EPT|음/ETN|좋/VA|겠/EPT|어요/EFN|./SF|예시/NNG|로/JKM|마블/NNG|같/VA|은/ETD|경우/NNG|도/JX|시리즈/NNG|별로/MAG|쭉/MAG|있/VV|으면/ECD|좋/VA|은데/ECD|일부/NNG|시리즈/NNG|가/JKS|빠지/VV|어/ECS|있/VXV|는/ETD|것/NNB|처럼/JKM|요/JX|./SF"

"맞아 진짜 어이없어.","맞/VV|아/ECD|진짜/MAG|어이/NNG|없/VA|어/ECD|./SF"

"진짜 19세만 하다고 진짜 어이없음.","진짜/NNG|19/NR|세/NNM|만/JX|하다/NNP|이/VCP|고/ECE|진짜/MAG|어이/NNG|없/VA|음/ETN|./SF"

"가입 후 연령 인증 코드가 오질않아서 시청이 되질않습니다.","가입/NNG|후/NNG|연령/NNG|인증/NNG|코드/NNG|가/JKS|오지/VV|ㄹ/ETD|안/MAG|아서/ECD|시청/NNG|이/JKS|되질/NNG|안/MAG|습니다/EFN|./SF"

"아니 결제하고 성인인증까지 했는데 왜 영상 보려고 누르면 성인인증 안되었다고 뜨는데 장난하시나요.","아니/IC|결제/NNG|하/XSV|고/ECE|성인/NNG|인증/NNG|까지/JX|하/VV|었/EPT|는데/ECD|왜/MAG|영상/NNG|보/VV|려고/ECD|누르/VV|면/ECE|성인/NNG|인증/NNG|안/MAG|되/XSV|었/EPT|다고/EFN|뜨/VA|는데/ECD|장난/NNG|하/XSV|시/EPH|나요/EFQ|./SF"

"다좋은데. 저만 잠금화면 안풀리나요?탭 터치하면 풀린다는데 안풀림.","다/MAG|좋/VA|은데/ECD|./SF|저/NP|만/JX|잠금/NNG|화면/NNG|안/MAG|풀리/VV|나요/EFQ|?/SF|탭/NNG|터치/NNG|하/XSV|면/ECE|풀리/VV|ㄴ다는/ETD|데/NNB|안/MAG|풀리/VV|ㅁ/ETN|./SF"

"멤버십 변경 메뉴가 안떠요.","멤버십/NNG|변경/NNG|메뉴/NNG|가/JKS|안/MAG|뜨/VV|어요/EFN|./SF"

"영어로 왜 되어있나여?","영어/NNG|로/JKM|왜/MAG|되/VV|어/ECD|있/VXV|나/EFQ|여/NR|?/SF"

"개꿀잼이에요 근대 보고있다가 갑자기 튕기는게 하루에 5번은 넘네요.","개꿀/NNG|잼/NNG|이에/MAG|요/JX|근대/NNG|보/VV|고/ECE|있/VXV|다가/ECD|갑자기/MAG|튕기/VV|는/ETD|것/NNB|이/JKS|하루/NNG|에/JKM|5/NR|번/NNM|은/JX|넘/VV|네요/EFN|./SF"

"어 나이스.","어/VV|어/ECS|나이스/NNG|./SF"

"가입했지만 흰화면 뭘할지도 모르겠다. 사이트하라는거 이해가 되지않네 앱 쓰는거아니쟈? 이거 안해.","가입/NNG|하/XSV|었/EPT|지만/ECE|희/VA|ㄴ/ETD|화면/NNG|무엇/NNG|을/JKO|하/VV|ㄹ지/ECD|도/JX|모르/VV|겠/EPT|다/EFN|./SF|사이트/NNG|하/XSV|라는/ETD|거/NNB|이해/NNG|가/JKC|되/VV|지/ECD|안/MAG|네/EFN|앱/NNG|쓰/VV|는/ETD|거/NNB|아니/IC|쟈/UN|?/SF|이거/NP|안/MAG|하/VV|어/ECS|./SF"

"매우 만족스럽습니다.","매우/MAG|만족/NNG|스럽/XSA|습니다/EFN|./SF"

"아직 사용못해봐서 별3개.","아직/MAG|사용/NNG|못/MAG|해보/VV|아서/ECD|별/NNG|3/NR|개/NNM|./SF"

"해리포터가 왜 없나요. 너무 슬프네요. 외국서버엔 있는데 한국 서버엔 없는 이유가 무엇인가요.","해리/NNG|포터/NNG|가/JKS|왜/MAG|없/VA|나요/EFQ|./SF|너무/MAG|슬프/VA|네요/EFN|./SF|외국/NNG|서버/NNG|에/JKM|는/JX|있/VV|는데/ECD|한국/NNG|서버/NNG|에/JKM|는/JX|없/VA|는/ETD|이유/NNG|가/JKS|무엇/NP|이/VCP|ㄴ가요/EFQ|./SF"

"TV 연결 빡셈. 매우.","TV/OL|연결/NNG|빡세/VA|ㅁ/ETN|./SF|매/VV|우/EFO|./SF"

"진격거2기 왜지워.","진격/NNG|거/NNB|2/NR|기/NNG|왜/MAG|지우/VV|어/ECS|./SF"

"아직 사용 경험은 없으나 즐겨 쓸만할것 같음.","아직/MAG|사용/NNG|경험/NNG|은/JX|없/VA|으나/ECE|즐기/VV|어/ECS|쓰/VV|ㄹ/ETD|만하/VXA|ㄹ/ETD|것/NNB|같/VA|음/ETN|./SF"

"넷플릭스너무좋아요 중국 드라마 좀더 있으면 좋겠어요.","넷플릭스/NNG|너무/MAG|좋/VA|아요/EFN|중국/NNG|드라마/NNG|좀더/MAG|있/VV|으면/ECD|좋/VA|겠/EPT|어요/EFN|./SF"

"오진호 즙.","오진/NNG|호/NNG|즙/NNG|./SF"

"일곱개의 대죄 계명의 부활이 사라졌는데 오륜지 아닌진 모르겠지만 1기도 있고 2기도있는데 왜 계명의 부활만 없나요? 고쳐주세요. ","일곱/NNG|개의/NNG|대죄/NNG|계/NNG|명의/NNG|부활/NNG|이/JKS|사라지/VV|었/EPT|는데/ECD|오륜/NNG|지/VV|아/ECD|니/VV|ㄴ/ETD|진/NNG|모르/VV|겠/EPT|지만/ECE|1/NR|기/NNM|도/JX|있/VV|고/ECE|2/NR|기/NNG|도/JX|있/VV|는데/ECD|외/VV|어/ECS|계명/NNG|의/JKG|부활/NNG|만/JX|없/VA|나요/EFQ|?/SF|고치/VV|어/ECS|주/VXV|세요/EFN|./SF"

"며칠 동안 영상이 제대로 안 나와서 못 보고 있네요. 하루 빨리 조치를 취해야하는 거 아닙니까? 돈내고 사용하는데 이러면 안 되죠.","며칠/NNG|동안/NNG|영상/NNG|이/JKS|제대로/MAG|안/MAG|나오/VV|아서/ECD|못/MAG|보/VV|고/ECE|있/VXV|네요/EFN|./SF|하루/NNG|빨리/MAG|조치/NNG|를/JKO|취하/VV|어야/ECD|하/VV|는/ETD|거/NNB|아니/VCN|ㅂ니까/EFQ|?/SF|돈/NNG|내/VV|사용/NNG|하/XSV|는데/ECD|이러/VV|면/ECE|안/MAG|되/VV|죠/EFN|./SF"

"정말 좋습니다.","정말/MAG|좋/VA|습니다/EFN|./SF"

"운영 개발자님 정말로 한번만 이라도 제말좀 들어주세요.  감옥학원 애니좀 해주시면 좋겠습니다.","운영/NNG|개발자/NNG|님/NNB|정말로/MAG|한번/NNG|만/NNM|이/VCP|라도/ECD|저/NP|의/JKG|말/NNG|좀/MAG|들어주/VV|세요/EFN|./SF|감옥/NNG|학원/NNG|애니메이션/NNG|좀/MAG|하/VV|어/ECS|주/VXV|시/EPH|면/ECE|좋/VA|겠/EPT|습니다/EFN|./SF"

"보고 싶은게많은데 여기에는 없네요.","보/VV|고/ECE|싶/VXA|은/ETD|것/NNB|이/JKS|많/VA|은데/ECD|여기/NP|에/JKM|는/JX|없/VA|네요/EFN|./SF"

"코로나시대의 탈출구.","코로나/NNG|시대/NNG|의/JKG|탈출구/NNG|./SF"

"넷플릭스는 내가 보고 있음 영화 있다 근대 돈 내고 봐야한다.","넷플릭스/NNG|는/JX|내가/NNG|보고/NNG|있음/NNG|영화/NNG|있다/MAG|근대/NNG|돈/NNG|내/VV|보/VV|아야/ECD|하/VV|ㄴ다/EFN|./SF"

"계정정지되서 다시 회원가입하려는데 조차도 안되네요.","계정/NNG|정지/NNG|되/XSV|서/ECD|다시/MAG|회원/NNG|가입/NNG|하/XSV|려는/ETD|데/NNB|조/NR|차/NNM|도/JX|안/MAG|되/VV|네요/EFN|./SF"

"버그를 아직도 안고치시네요.","버그/NNG|를/JKO|아직/MAG|도/JX|안/MAG|고치/VV|시/EPH|네요/EFN|./SF"

"아니 넷플릭스 처음화면만나오고안나와여 로그인도로그아웃창도 안나오고 업데이트하라더니저래 다시깔아도 안되여.","아니/IC|넷플릭스/NNG|처음/NNG|화면/NNG|만/JX|나오/VV|고/ECE|안/MAG|나오/VV|아/ECS|여/NNG|로그/NNG|인도/NNG|로그/NNG|아웃/NNG|창/NNG|도/JX|안/MAG|나오/VV|고/ECE|업데이트/NNG|하/XSV|라/ECD|덜/VV|니/ECD|저래/UN|다시/MAG|깔/VV|아도/ECD|안/MAG|되/VV|어/ECS|여/NNG|./SF"

"정말 좋고 좋지만 넷플릭스에 경찰수업과 코코와 나 홀로 집에 등 더 올려주셨으면 합니다.핳.","정말/MAG|좋/VA|고/ECE|좋/VA|지만/ECE|넷플릭스/NNG|에/JKM|경찰/NNG|수업/NNG|과/JC|코/NNG|코/NNG|와/JKM|나/NP|홀로/MAG|집/NNG|에/JKM|등/NNG|더/MAG|오르/VV|어/ECS|주/VXV|시/EPH|었/EPT|으면/ECD|하/VV|ㅂ니다/EFN|./SF|핳/UN|./SF"

"앱 다운이 안되고 있습니다.","앱/NNG|다운/NNG|이/JKS|안/MAG|되/VV|있/VXV|습니다/EFN|./SF"

"들아갈때마다 로그인창이뜨는데 너무불편합니다.","듣/VV|아/ECD|갈/VV|ㄹ/ETD|때/NNG|마다/JX|로그인/NNG|창/NNG|이/JKS|뜨/VV|는데/ECD|너무/MAG|불편/NNG|하/XSV|ㅂ니다/EFN|./SF"

"돈을 꼭써야 무제한인게 조금 아쉽고 기다린것도 넷플로 봐야할땐 6달 7달정도 기다려야 나오는게 조금 아쉽네여 새로운 애니 또는 영화 드라마를 조금 더 빨리 업로드 해주시면 좋을것같아요 개인적으로 좋은 앱입니다.","돈/NNG|을/JKO|꼭/MAG|쓰/VV|어야/ECD|무제한/NNG|이/VCP|ㄴ/ETD|것/NNB|이/JKS|조금/MAG|아쉽/VA|고/ECE|기다리/VV|ㄴ/ETD|것/NNB|도/JX|넷플릭스/NNG|로/JKM|보/VV|아야/ECD|하/VV|ㄹ/ETD|때/VV|ㄴ/ETD|6/NR|달/NNG|7/NR|달/NNG|정도/NNG|기다리/VV|어야/ECD|나오/VV|는/ETD|것/NNB|이/JKS|조금/MAG|아쉽/VA|네/EFN|여/NR|새/NNG|롭/XSA|ㄴ/ETD|애니메이션/NNG|또는/MAG|영화/NNG|드라마/NNG|를/JKO|조금/MAG|더/MAG|빨리/MAG|업로드/NNG|하/VV|어/ECS|주/VXV|시/EPH|면/ECE|좋/VA|을/ETD|것/NNB|같/VA|아요/EFN|개인적/NNG|으로/JKM|좋/VA|은/ETD|앱/NNG|이/VCP|ㅂ니다/EFN|./SF"

"중국드라마 삼생삼세십리도화 침상서도 추가해 주세요. ","중국/NNG|드라마/NNG|삼생/NNG|삼세/NNG|십/NR|리/NNM|도화/NNG|침상/NNG|서도/NNG|추가/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

"오겜 전체화면이 검은 화면으로 나와서 너무 빡침 오류를 좀 잡던가.","오징어게임/NNP|전체/NNG|화면/NNG|이/JKS|검/VA|은/ETD|화면/NNG|으로/JKM|나오/VV|아서/ECD|너무/MAG|빡/NNG|침/NNG|오류/NNG|를/JKO|좀/MAG|잡/VV|더/EPT|ㄴ가/EFQ|./SF"

"너무 재밌어요 넷플릭스 영화중 집중하고 한국어 자막에 나와서 너무 재밌어요 최고.","너무/MAG|재미/NNG|있/VV|어요/EFN|넷플릭스/NNG|영화/NNG|중/NNB|집중/NNG|하/XSV|고/ECE|한국어/NNG|자막/NNG|에/JKM|나오/VV|아서/ECD|너무/MAG|재미/NNG|있/VV|어요/EFN|최고/NNG|./SF"

"다 좋은데 새로 추가된 영상 목록 좀 만들어주세요. ","다/MAG|좋/VA|은데/ECD|새로/MAG|추가/NNG|되/XSV|ㄴ/ETD|영상/NNG|목록/NNG|좀/MAG|만들/VV|어/ECD|주/VXV|세요/EFN|./SF"

"진짜 별로다. 센타월드라고 쓰여야 맞는게 켄타월드라고 쓰인 등등 진짜 발번역 개쩔음.","진짜/NNG|별로/MAG|다/MAG|./SF|센타/NNG|월드/NNP|라고/JX|쓰이/VV|어야/ECD|맞/VV|는/ETD|것/NNB|이/JKS|켄/UN|타/NNM|월드/NNP|라고/JX|쓰이/VV|ㄴ/ETD|등등/NNB|진짜/MAG|발/NNG|번역/NNG|개/NNM|쩔/VV|음/ETN|./SF"

"오징어게임 보러옴.","오징어게임/NNP|보/VV|러/ECD|오/VV|ㅁ/ETN|./SF"

"잘 쓰고는 있는데 태블릿 가로로 눕혀서 쓸 때 메인 화면이 세로였다 시청할 미디어를 고르면 다시 가로로 바뀌는게 불편해요. 업데이트 하기 전까진 잘만 돌아갔는데 업데이트 후 세로화면 고정인게 너무 불편해요. 사용 기종은 갤럭시탭 S7입니다. 빠른 개선 바랍니다.","잘/MAG|쓰/VV|고는/ECE|있/VXV|는데/ECD|태블릿/NNG|가로/NNG|로/JKM|눕히/VV|어서/ECD|쓰/VV|ㄹ/ETD|때/NNG|메인/NNG|화면/NNG|이/JKS|세로/NNG|이/VCP|었/EPT|다/ECS|시청/NNG|하/XSV|ㄹ/ETD|미디어/NNG|를/JKO|고르/VV|면/ECE|다시/MAG|가로/NNG|로/JKM|바꾸/VV|는/ETD|것/NNB|이/JKS|불편/NNG|하/XSV|어요/EFN|./SF|업데이트/NNG|하/VV|기/ETN|전/NNG|까지/JX|는/JX|잘만/NNP|돌아가/VV|었/EPT|는데/ECD|업데이트/NNG|후/NNG|세로/NNG|화면/NNG|고정/NNG|이/VCP|ㄴ/ETD|것/NNB|이/JKS|너무/MAG|불편/NNG|하/XSV|어요/EFN|./SF|사용/NNG|기종/NNG|은/JX|갤럭시/NNG|탭/NNG|S/OL|7/NR|이/VCP|ㅂ니다/EFN|./SF|빠르/VA|ㄴ/ETD|개선/NNG|바라/VV|ㅂ니다/EFN|./SF"

"넷플이 다운로드후 열리지 않네요.","넷플릭스/NNG|이/JX|다운로드/NNG|후/NNG|열/VV|지/ECD|안/MAG|네요/EFN|./SF"

"자꾸 자동 로그아웃이 되는데 왜 이러는건가요. 하루걸러 로그아웃 되는거같은데 계속 로그인하기 짜증나요.","자꾸/MAG|자동/NNG|로그/NNG|아웃/NNG|이/JKC|되/VV|는데/ECD|왜/MAG|이러/VV|는/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|./SF|하루걸러/MAG|로그/NNG|아웃/NNG|되/VV|는/ETD|거/NNB|같/VA|은데/ECD|계속/NNG|로그인/NNG|하/XSV|기/ETN|짜증나/VV|아요/EFN|./SF"

"이건없어선 안될 최고에 앱이다 영화랑 애니메이션 만화가 다양하고 재밌있고 다양해서 좋내요 특히 쥬라기월드 백악기어드밴처 별점수100개추가하고 싶내요.","이/VCP|건/ECE|없/VA|어/ECD|선/NNG|안/MAG|되/XSV|ㄹ/ETD|최고/NNG|에/JKM|앱/NNG|이/VCP|다/ECS|영화/NNG|랑/JC|애니메이션/NNG|만화/NNG|가/JKS|다양/NNG|하/XSV|고/ECE|재/NNG|밌/UN|있/VV|고/ECE|다양/NNG|하/XSV|어서/ECD|좋/VA|내요/EFN|특히/MAG|쥬라기/NNG|월드/NNP|백악기/NNG|어/VV|어/ECS|드/XPN|밴/NNG|처/NNG|별/NNG|점수/NNG|100/NR|개/NNM|추가/NNG|하/XSV|고/ECE|싶/VXA|내요/EFN|./SF"

